회사명,종목코드,상장(예정)일,상장방식,발행주식수,액면가,발행사유
코센,009730,2020-11-04,추가상장,"5,156,860",500,유상증자(제3자배정)
영화금속,012280,2020-11-04,추가상장,"1,941,747",500,국내CB전환
파워넷,037030,2020-11-04,추가상장,"107,296","1,000",국내사모 전환사채 전환
대우조선해양,042660,2020-11-04,추가상장,"84,917","5,000",유상증자(제3자배정)
한국테크놀로지,053590,2020-11-04,추가상장,"3,154,574",500,국내사모 전환사채 전환
에이디칩스,054630,2020-11-04,추가상장,"1,149,425",500,국내사모 신주인수권부사채 신주인수권 행사
누리플랜,069140,2020-11-04,추가상장,"154,141",500,국내사모 전환사채 전환
에이티세미콘,089530,2020-11-04,추가상장,"1,400,000",500,국내사모 전환사채 전환
에이루트,096690,2020-11-04,추가상장,"101,501",500,국내사모 전환사채 전환
윈팩,097800,2020-11-04,추가상장,"62,499",500,국내사모 전환사채 전환
비덴트,121800,2020-11-04,추가상장,"85,895",500,국내사모 전환사채 전환
강스템바이오텍,217730,2020-11-04,추가상장,"337,503",500,우선주의 보통주전환
MP한강,219550,2020-11-04,추가상장,"760,456",100,국내사모 전환사채 전환
TS인베스트먼트,246690,2020-11-04,추가상장,"553,585",500,국내사모 전환사채 전환
카카오게임즈,293490,2020-11-04,추가상장,"236,476",100,주식매수선택권행사
아이비김영,339950,2020-11-04,추가상장,"851,900",100,주식매수선택권행사
경동제약,011040,2020-11-03,추가상장,"301,340",500,국내사모 전환사채 전환
바이온,032980,2020-11-03,추가상장,"658,977",500,국내사모 전환사채 전환
두산인프라코어,042670,2020-11-03,추가상장,"250,137","5,000",신주인수권행사
WI,073570,2020-11-03,추가상장,"176,056",100,국내사모 전환사채 전환
다믈멀티미디어,093640,2020-11-03,추가상장,"540,540",500,국내사모 전환사채 전환
에스와이,109610,2020-11-03,추가상장,"10,000,000",500,유상증자(구주주배정)
뉴로스,126870,2020-11-03,추가상장,"110,296",500,국내공모 신주인수권부사채 신주인수권 행사
뉴로스,126870,2020-11-03,추가상장,"571,155",500,국내사모 전환사채 전환
엘앤씨바이오,290650,2020-11-03,추가상장,"14,584,672",500,무상증자
더네이쳐홀딩스,298540,2020-11-03,추가상장,"52,910",500,국내사모 신주인수권부사채 신주인수권 행사
빅히트,352820,2020-11-03,추가상장,"1,777,568",500,주식의종류변경
넥스트사이언스,003580,2020-11-02,추가상장,"279,567",500,국내CB전환
센트럴인사이트,012600,2020-11-02,추가상장,"357,588",500,국내CB전환
센트럴인사이트,012600,2020-11-02,변경상장,"-78,152,643",500,감자(주식병합)
센트럴인사이트,012600,2020-11-02,변경상장,"78,152,643",500,액면분할
센트럴인사이트,012600,2020-11-02,추가상장,"26,819","5,000",국내CB전환
센트럴인사이트,012600,2020-11-02,추가상장,"107,276",500,국내CB전환
센트럴인사이트,012600,2020-11-02,추가상장,"872,139",500,국내CB전환
센트럴인사이트,012600,2020-11-02,추가상장,"174,428",500,국내CB전환
세코닉스,053450,2020-11-02,추가상장,"420,402",500,국내사모 전환사채 전환
에이디칩스,054630,2020-11-02,추가상장,"574,712",500,국내사모 신주인수권부사채 신주인수권 행사
인콘,083640,2020-11-02,추가상장,"1,624,095",500,국내사모 전환사채 전환
인콘,083640,2020-11-02,추가상장,"1,446,480",500,국내사모 신주인수권부사채 신주인수권 행사
랩지노믹스,084650,2020-11-02,추가상장,"214,998",500,국내사모 전환사채 전환
윈팩,097800,2020-11-02,추가상장,"421,354",500,국내사모 전환사채 전환
모트렉스,118990,2020-11-02,추가상장,"872,655",100,국내사모 전환사채 전환
아이텍,119830,2020-11-02,추가상장,"214,961",500,국내사모 신주인수권부사채 신주인수권 행사
비즈니스온,138580,2020-11-02,추가상장,"915,750",500,국내사모 신주인수권부사채 신주인수권 행사
비즈니스온,138580,2020-11-02,추가상장,"915,750",500,국내사모 전환사채 전환
아이큐어,175250,2020-11-02,추가상장,"15,775",500,국내사모 전환사채 전환
정다운,208140,2020-11-02,추가상장,"12,000,000",100,유상증자(구주주배정)
마이더스AI,222810,2020-11-02,추가상장,"14,123,703",100,국내사모 전환사채 전환
한송네오텍,226440,2020-11-02,추가상장,"759,013",100,국내사모 전환사채 전환
한송네오텍,226440,2020-11-02,추가상장,"284,629",100,국내사모 전환사채 전환
동방,004140,2020-10-30,추가상장,"650,618","1,000",국내CB전환
팬오션,028670,2020-10-30,추가상장,305,"1,000",유상증자(제3자배정)
엠젠플러스,032790,2020-10-30,추가상장,"1,691,180",500,유상증자(제3자배정)
골드퍼시픽,038530,2020-10-30,추가상장,"3,150,909",500,국내사모 전환사채 전환
케이피엠테크,042040,2020-10-30,추가상장,"45,000",100,주식매수선택권행사
케이피엠테크,042040,2020-10-30,추가상장,"2,167,108",100,국내공모 신주인수권부사채 신주인수권 행사
오성첨단소재,052420,2020-10-30,추가상장,"1,712,277",500,국내사모 전환사채 전환
멕아이씨에스,058110,2020-10-30,추가상장,"220,848",500,국내사모 전환사채 전환
테라젠이텍스,066700,2020-10-30,추가상장,"10,000",500,주식매수선택권행사
코스나인,082660,2020-10-30,추가상장,"1,323,930",500,국내사모 전환사채 전환
코스나인,082660,2020-10-30,추가상장,"709,219",500,유상증자(제3자배정)
비보존 헬스케어,082800,2020-10-30,추가상장,"171,427",500,국내사모 전환사채 전환
뉴프렉스,085670,2020-10-30,추가상장,"517,398",500,국내사모 전환사채 전환
이엠코리아,095190,2020-10-30,추가상장,"584,950",500,국내사모 전환사채 전환
알에프세미,096610,2020-10-30,추가상장,"585,798",500,국내사모 전환사채 전환
에이루트,096690,2020-10-30,추가상장,"101,502",500,국내사모 전환사채 전환
트루윈,105550,2020-10-30,추가상장,"13,098",500,국내공모 신주인수권부사채 신주인수권 행사
지와이커머스,111820,2020-10-30,추가상장,"806,888",500,유상증자(출자전환)
아이에이네트웍스,123010,2020-10-30,추가상장,"6,211,180",100,유상증자(제3자배정)
데일리블록체인,139050,2020-10-30,추가상장,"1,755,886",500,국내사모 전환사채 전환
맥스로텍,141070,2020-10-30,추가상장,"1,808,726",500,국내공모 신주인수권부사채 신주인수권 행사
엘앤케이바이오,156100,2020-10-30,추가상장,"9,000",500,주식매수선택권행사
필옵틱스,161580,2020-10-30,추가상장,"1,110,661",500,국내사모 전환사채 전환
제노포커스,187420,2020-10-30,추가상장,"267,000",500,주식매수선택권행사
흥국에프엔비,189980,2020-10-30,추가상장,"350,140",100,국내사모 전환사채 전환
디에이테크놀로지,196490,2020-10-30,추가상장,"1,211,534","2,500",국내사모 신주인수권부사채 신주인수권 행사
디에이테크놀로지,196490,2020-10-30,변경상장,"-73,935,643","2,500",액면병합
디에이테크놀로지,196490,2020-10-30,추가상장,"119,164","2,500",국내사모 전환사채 전환
텔콘RF제약,200230,2020-10-30,추가상장,"10,000",100,주식매수선택권행사
금호에이치티,214330,2020-10-30,추가상장,"2,039,500",500,국내CB전환
금호에이치티,214330,2020-10-30,추가상장,"924,738",500,국내BW행사
제테마,216080,2020-10-30,추가상장,"19,046",500,국내사모 전환사채 전환
엔에스,217820,2020-10-30,추가상장,"23,200",500,주식매수선택권행사
엔투텍,227950,2020-10-30,추가상장,"11,513,378",100,국내사모 전환사채 전환
펨토바이오메드,327610,2020-10-30,추가상장,"33,150",500,주식매수선택권행사
위드텍,348350,2020-10-30,신규상장,"5,091,800",500,신규
신성이엔지,011930,2020-10-29,추가상장,"2,855,202",500,국내BW행사
우리기술,032820,2020-10-29,추가상장,"67,114",500,국내사모 전환사채 전환
파워넷,037030,2020-10-29,추가상장,"256,911","1,000",국내사모 전환사채 전환
GV,045890,2020-10-29,추가상장,"680,437",500,국내사모 전환사채 전환
센트럴바이오,051980,2020-10-29,추가상장,"7,187,221",500,국내사모 전환사채 전환
인선이엔티,060150,2020-10-29,추가상장,"8,067,305",500,유상증자(제3자배정)
제넥신,095700,2020-10-29,추가상장,300,500,주식매수선택권행사
엠에스오토텍,123040,2020-10-29,추가상장,"138,273",500,국내공모 신주인수권부사채 신주인수권 행사
에스씨엠생명과학,298060,2020-10-29,추가상장,"1,500",500,주식매수선택권행사
센코,347000,2020-10-29,신규상장,"7,770,644",500,신규
KINDEX 미국나스닥100,367380,2020-10-29,신규상장,"3,000,000",-,신규상장
HANARO Fn5G산업,367740,2020-10-29,신규상장,"800,000",-,신규상장
KBSTAR Fn5G테크,367760,2020-10-29,신규상장,"700,000",-,신규상장
KBSTAR Fn수소경제테마,367770,2020-10-29,신규상장,"700,000",-,신규상장
경동제약,011040,2020-10-28,추가상장,"452,011",500,국내사모 전환사채 전환
더존비즈온,012510,2020-10-28,추가상장,"80,000",500,주식의종류변경
더존비즈온,012510,2020-10-28,추가상장,"12,035",500,주식의종류변경
유니슨,018000,2020-10-28,추가상장,"1,221,508",500,국내공모 신주인수권부사채 신주인수권 행사
GV,045890,2020-10-28,추가상장,"607,533",500,국내사모 전환사채 전환
메디콕스,054180,2020-10-28,추가상장,"2,383,218",500,국내사모 전환사채 전환
아이티엠반도체,084850,2020-10-28,추가상장,"225,089",500,주식매수선택권행사
에이루트,096690,2020-10-28,추가상장,"304,506",500,국내사모 전환사채 전환
대정화금,120240,2020-10-28,추가상장,"35,000",500,주식매수선택권행사
인트로메딕,150840,2020-10-28,추가상장,"4,373,622",500,국내사모 전환사채 전환
파수,150900,2020-10-28,추가상장,"39,095",500,국내사모 전환사채 전환
베노홀딩스,206400,2020-10-28,변경상장,"-86,651,692",500,액면병합
베노홀딩스,206400,2020-10-28,변경상장,0,500,상호변경
바이브컴퍼니,301300,2020-10-28,신규상장,"5,394,170",500,신규
케이피에프,024880,2020-10-27,추가상장,"116,690",500,국내사모 전환사채 전환
시노펙스,025320,2020-10-27,추가상장,"681,830",500,타법인흡수합병
릭스솔루션,029480,2020-10-27,변경상장,0,100,상호변경
세코닉스,053450,2020-10-27,추가상장,"214,872",500,국내사모 전환사채 전환
버킷스튜디오,066410,2020-10-27,추가상장,"794,176",500,국내사모 전환사채 전환
오킨스전자,080580,2020-10-27,추가상장,"98,977",500,국내사모 전환사채 전환
비덴트,121800,2020-10-27,추가상장,"391,192",500,국내사모 전환사채 전환
비디아이,148140,2020-10-27,추가상장,"134,798",500,국내사모 전환사채 전환
코미코,183300,2020-10-27,추가상장,"27,272",500,국내사모 전환사채 전환
드림텍,192650,2020-10-27,추가상장,"20,546",100,스톡옵션행사
미래엔에듀파트너,208890,2020-10-27,변경상장,0,"1,000",상호변경
한송네오텍,226440,2020-10-27,추가상장,"759,013",100,국내사모 전환사채 전환
세원,234100,2020-10-27,추가상장,"2,295,327",100,국내사모 전환사채 전환
휴럼,284420,2020-10-27,추가상장,"101,190",500,국내사모 전환사채 전환
한일홀딩스,003300,2020-10-26,변경상장,"-231,200","5,000",주식소각
에이프로젠 KIC,007460,2020-10-26,추가상장,"874,635",500,국내CB전환
대원,007680,2020-10-26,추가상장,"60,233",500,국내사모 전환사채 전환
현대엘리베이터,017800,2020-10-26,추가상장,"616,048","5,000",국내CB전환
리더스 기술투자,019570,2020-10-26,추가상장,"5,988,023",500,국내사모 전환사채 전환
엔에스엔,031860,2020-10-26,추가상장,"456,204",500,국내사모 전환사채 전환
파워넷,037030,2020-10-26,추가상장,"73,403","1,000",국내사모 전환사채 전환
골드퍼시픽,038530,2020-10-26,추가상장,"829,185",500,국내사모 전환사채 전환
두산인프라코어,042670,2020-10-26,추가상장,"1,135,709","5,000",신주인수권행사
에이치엘비제약,047920,2020-10-26,추가상장,"2,047,569",500,유상증자(제3자배정)
엘오티베큠,083310,2020-10-26,추가상장,"384,466",500,국내사모 전환사채 전환
뉴로스,126870,2020-10-26,추가상장,"252,558",500,국내공모 신주인수권부사채 신주인수권 행사
장원테크,174880,2020-10-26,추가상장,"1,476,014",100,국내사모 전환사채 전환
이엑스티,226360,2020-10-26,추가상장,"1,817,520",100,국내사모 전환사채 전환
아진산업,013310,2020-10-23,추가상장,"1,416,164",500,국내사모 전환사채 전환
키다리스튜디오,020120,2020-10-23,추가상장,"9,596",500,국내BW행사
글로스퍼랩스,032860,2020-10-23,변경상장,"-66,202,956",500,감자(무상)
동성화인텍,033500,2020-10-23,추가상장,"220,072",500,국내사모 전환사채 전환
YG PLUS,037270,2020-10-23,추가상장,"6,500",500,스톡옵션행사
YG PLUS,037270,2020-10-23,추가상장,"56,000",500,스톡옵션행사
포스링크,056730,2020-10-23,추가상장,"60,000,000",500,유상증자(제3자배정)
포스링크,056730,2020-10-23,변경상장,"-21,416,894",500,감자(무상)
포스링크,056730,2020-10-23,변경상장,"-38,473,591",500,감자(무상)
포스링크,056730,2020-10-23,추가상장,"24,430,529",500,유상증자(출자전환)
대한그린파워,060900,2020-10-23,추가상장,"3,360,171",100,타법인흡수합병
누리플랜,069140,2020-10-23,추가상장,"83,056",500,국내사모 전환사채 전환
코스나인,082660,2020-10-23,추가상장,"3,731,000",500,유상증자(제3자배정)
크리스탈지노믹스,083790,2020-10-23,추가상장,"98,149",500,국내사모 전환사채 전환
에스와이,109610,2020-10-23,추가상장,"275,356",500,국내사모 전환사채 전환
원포유,122830,2020-10-23,신규상장,"6,550,397",500,신규
아나패스,123860,2020-10-23,추가상장,"21,811",500,국내사모 전환사채 전환
뉴파워프라즈마,144960,2020-10-23,추가상장,"50,000",100,주식매수선택권행사
엔케이맥스,182400,2020-10-23,추가상장,"1,873",500,주식매수선택권행사
썸에이지,208640,2020-10-23,추가상장,"547,445",100,국내사모 전환사채 전환
마이더스AI,222810,2020-10-23,추가상장,"1,934,235",100,유상증자(일반공모)
엠플러스,259630,2020-10-23,추가상장,"47,447",500,국내사모 전환사채 전환
유틸렉스,263050,2020-10-23,추가상장,"36,820",500,주식매수선택권행사
이십일스토어,270020,2020-10-23,추가상장,"36,412",500,국내공모 전환사채 전환
케이엔제이,272110,2020-10-23,추가상장,"40,000",500,주식매수선택권행사
엑세스바이오,950130,2020-10-23,추가상장,"30,000",0,주식매수선택권행사
에이엔피,015260,2020-10-22,변경상장,"-70,958,459",500,감자(주식병합)
파워넷,037030,2020-10-22,추가상장,"171,274","1,000",국내사모 전환사채 전환
성호전자,043260,2020-10-22,추가상장,"6,000,000",500,유상증자(제3자배정)
에이디칩스,054630,2020-10-22,추가상장,"359,195",500,국내사모 신주인수권부사채 신주인수권 행사
티사이언티픽,057680,2020-10-22,추가상장,"1,751,311",500,국내사모 전환사채 전환
케이프,064820,2020-10-22,추가상장,"1,076,232",500,국내사모 전환사채 전환
팬엔터테인먼트,068050,2020-10-22,추가상장,"13,504,985",500,무상증자
삼기,122350,2020-10-22,추가상장,"84,032",100,우선주의 보통주전환
삼기,122350,2020-10-22,변경상장,0,100,상호변경
와이지엔터테인먼트,122870,2020-10-22,추가상장,"23,890",500,주식매수선택권행사
케이사인,192250,2020-10-22,추가상장,"5,000,000",100,국내사모 전환사채 전환
미코바이오메드,214610,2020-10-22,신규상장,"16,716,042",500,신규
MP한강,219550,2020-10-22,추가상장,"126,742",100,국내사모 전환사채 전환
코디엠,224060,2020-10-22,추가상장,"5,847,953",100,유상증자(일반공모)
티앤알바이오팹,246710,2020-10-22,추가상장,"9,000",500,주식매수선택권행사
바이오인프라생명과학,266470,2020-10-22,추가상장,"7,000",500,주식매수선택권행사
엘브이엠씨,900140,2020-10-22,추가상장,"33,228,150",0.25,유상증자(구주주배정)
우리기술,032820,2020-10-21,추가상장,"3,142,469",500,국내사모 전환사채 전환
버추얼텍,036620,2020-10-21,추가상장,"3,758,168",500,국내사모 전환사채 전환
현대바이오랜드,052260,2020-10-21,변경상장,0,500,상호변경
화일약품,061250,2020-10-21,추가상장,"2,000,000",500,유상증자(제3자배정)
누리플랜,069140,2020-10-21,추가상장,"17,126",500,국내사모 전환사채 전환
젬백스,082270,2020-10-21,추가상장,"186,435",500,국내사모 전환사채 전환
모바일어플라이언스,087260,2020-10-21,추가상장,"1,231,223",500,국내사모 전환사채 전환
세원셀론텍,091090,2020-10-21,추가상장,"125,628",500,국내CB전환
삼본전자,111870,2020-10-21,추가상장,"13,605,442",500,유상증자(제3자배정)
뉴로스,126870,2020-10-21,추가상장,"2,096,617",500,국내사모 전환사채 전환
셀젠텍,258250,2020-10-21,추가상장,"20,000",500,주식매수선택권행사
케어랩스,263700,2020-10-21,변경상장,"-195,566",500,주식소각
삼일제약,000520,2020-10-20,추가상장,"52,675","1,000",국내CB전환
동아쏘시오홀딩스,000640,2020-10-20,추가상장,8,"5,000",국내BW행사
대원,007680,2020-10-20,추가상장,"32,885",500,국내사모 전환사채 전환
진원생명과학,011000,2020-10-20,추가상장,"25,000","1,000",스톡옵션행사
진원생명과학,011000,2020-10-20,추가상장,"27,500","1,000",스톡옵션행사
케이피에프,024880,2020-10-20,추가상장,"50,735",500,국내사모 전환사채 전환
두산중공업,034020,2020-10-20,추가상장,16,"5,000",신주인수권행사
버추얼텍,036620,2020-10-20,추가상장,1,500,국내공모 신주인수권부사채 신주인수권 행사
골드퍼시픽,038530,2020-10-20,추가상장,"1,243,779",500,국내사모 전환사채 전환
재영솔루텍,049630,2020-10-20,추가상장,"13,152",500,국내공모 신주인수권부사채 신주인수권 행사
캠시스,050110,2020-10-20,추가상장,"208,766",500,국내공모 신주인수권부사채 신주인수권 행사
오성첨단소재,052420,2020-10-20,추가상장,"882,345",500,국내사모 전환사채 전환
세코닉스,053450,2020-10-20,추가상장,"116,778",500,국내사모 전환사채 전환
신한지주,055550,2020-10-20,추가상장,"39,130,000","5,000",유상증자(제3자배정)
엠로,058970,2020-10-20,추가상장,"222,222",500,우선주의 보통주전환
대한그린파워,060900,2020-10-20,추가상장,"3,229,972",100,국내사모 전환사채 전환
해성옵틱스,076610,2020-10-20,추가상장,"115,344",500,국내공모 신주인수권부사채 신주인수권 행사
비보존 헬스케어,082800,2020-10-20,추가상장,"21,428",500,국내사모 전환사채 전환
이엠코리아,095190,2020-10-20,추가상장,"2,446,156",500,국내사모 전환사채 전환
알에프세미,096610,2020-10-20,추가상장,"51,045",500,국내사모 전환사채 전환
삼강엠앤티,100090,2020-10-20,추가상장,"992,719",500,국내사모 전환사채 전환
이연제약,102460,2020-10-20,추가상장,"293,478",500,국내CB전환
진매트릭스,109820,2020-10-20,추가상장,"403,200",500,국내사모 전환사채 전환
씨유메디칼,115480,2020-10-20,추가상장,"13,533",500,국내사모 전환사채 전환
엠에스오토텍,123040,2020-10-20,추가상장,"3,919",500,국내공모 신주인수권부사채 신주인수권 행사
아나패스,123860,2020-10-20,추가상장,"253,012",500,국내사모 전환사채 전환
파인텍,131760,2020-10-20,추가상장,"1,017",500,국내공모 신주인수권부사채 신주인수권 행사
맥스로텍,141070,2020-10-20,추가상장,"931,871",500,국내공모 신주인수권부사채 신주인수권 행사
세미콘라이트,214310,2020-10-20,추가상장,"1,470,588",500,유상증자(일반공모)
이엑스티,226360,2020-10-20,추가상장,"2,098,195",100,국내사모 전환사채 전환
디자인,227100,2020-10-20,추가상장,"159,906",500,국내사모 전환사채 전환
엔투텍,227950,2020-10-20,변경상장,0,100,상호변경
넷마블,251270,2020-10-20,추가상장,"15,171",100,스톡옵션행사
수젠텍,253840,2020-10-20,추가상장,"1,512,503",500,국내사모 전환사채 전환
엠플러스,259630,2020-10-20,추가상장,"365,344",500,국내사모 전환사채 전환
국동,005320,2020-10-19,추가상장,"15,436",500,신주인수권행사
국동,005320,2020-10-19,추가상장,"3,000",500,신주인수권행사
국동,005320,2020-10-19,추가상장,"48,501",500,신주인수권행사
경동제약,011040,2020-10-19,추가상장,"904,021",500,국내사모 전환사채 전환
신성이엔지,011930,2020-10-19,추가상장,"2,068,940",500,국내BW행사
리더스 기술투자,019570,2020-10-19,추가상장,"266,149",500,국내공모 신주인수권부사채 신주인수권 행사
두산인프라코어,042670,2020-10-19,추가상장,"1,762,752","5,000",신주인수권행사
서울리거,043710,2020-10-19,추가상장,"220,692",500,국내공모 신주인수권부사채 신주인수권 행사
SK렌터카,068400,2020-10-19,추가상장,"11,520,700",500,유상증자(제3자배정)
누리플랜,069140,2020-10-19,추가상장,"166,112",500,국내사모 전환사채 전환
제이엔케이히터,126880,2020-10-19,추가상장,"10,905",500,국내사모 전환사채 전환
스카이이앤엠,131100,2020-10-19,추가상장,"9,349,099",100,국내사모 전환사채 전환
필옵틱스,161580,2020-10-19,추가상장,"15,940",500,주식매수선택권행사
지엘팜텍,204840,2020-10-19,추가상장,"1,152,074",100,유상증자(제3자배정)
엠플러스,259630,2020-10-19,추가상장,"5,364,088",500,무상증자
피플바이오,304840,2020-10-19,신규상장,"5,504,470",500,신규
천랩,311690,2020-10-19,추가상장,"20,900",500,주식매수선택권행사
유유제약,000220,2020-10-16,추가상장,"42,735","1,000",국내CB전환
넥스트사이언스,003580,2020-10-16,추가상장,"193,498",500,국내CB전환
한국특수형강,007280,2020-10-16,추가상장,"20,888,986",500,유상증자(제3자배정)
경동제약,011040,2020-10-16,추가상장,"2,041,582",500,국내사모 전환사채 전환
화승알앤에이,013520,2020-10-16,추가상장,"4,483,665",500,합병
파워넷,037030,2020-10-16,추가상장,"1,190,843","1,000",국내사모 전환사채 전환
아이에이,038880,2020-10-16,추가상장,"9,043,924",100,국내사모 전환사채 전환
에이치엘비제약,047920,2020-10-16,추가상장,"30,000",500,주식매수선택권행사
메디콕스,054180,2020-10-16,추가상장,"476,644",500,국내사모 전환사채 전환
하나마이크론,067310,2020-10-16,추가상장,"59,760",500,주식매수선택권행사
누리플랜,069140,2020-10-16,추가상장,"420,436",500,국내사모 전환사채 전환
비보존 헬스케어,082800,2020-10-16,추가상장,"338,345",500,국내사모 전환사채 전환
루트로닉,085370,2020-10-16,추가상장,"12,142",500,우선주의 보통주전환
루트로닉,085370,2020-10-16,변경상장,"-8,500",500,우선주의 보통주전환
뉴프렉스,085670,2020-10-16,추가상장,"96,153",500,국내사모 전환사채 전환
에이티세미콘,089530,2020-10-16,추가상장,"1,400,000",500,국내사모 전환사채 전환
뉴로스,126870,2020-10-16,추가상장,"392,305",500,국내공모 신주인수권부사채 신주인수권 행사
아이큐어,175250,2020-10-16,추가상장,"61,427",500,국내사모 전환사채 전환
엠아이텍,179290,2020-10-16,추가상장,"48,330",500,주식매수선택권행사
에이디테크놀로지,200710,2020-10-16,추가상장,"309,731",500,국내사모 전환사채 전환
스튜디오산타클로스,204630,2020-10-16,추가상장,"507,614",100,유상증자(일반공모)
지티지웰니스,219750,2020-10-16,추가상장,"429,675",500,국내사모 전환사채 전환
케이피에스,256940,2020-10-16,추가상장,"126,000",500,주식매수선택권행사
케어랩스,263700,2020-10-16,추가상장,"8,800",500,주식매수선택권행사
유니슨,018000,2020-10-15,추가상장,"2,003,019",500,국내공모 신주인수권부사채 신주인수권 행사
우리기술,032820,2020-10-15,추가상장,"5,233,230",500,국내사모 전환사채 전환
바이온,032980,2020-10-15,추가상장,"793,650",500,유상증자(제3자배정)
케이피엠테크,042040,2020-10-15,추가상장,"5,927,467",100,국내공모 신주인수권부사채 신주인수권 행사
케이피엠테크,042040,2020-10-15,추가상장,"500,000",100,주식매수선택권행사
한스바이오메드,042520,2020-10-15,추가상장,"51,901",500,국내사모 전환사채 전환
다날,064260,2020-10-15,추가상장,"204,828",500,국내사모 전환사채 전환
크리스탈지노믹스,083790,2020-10-15,추가상장,"1,200,000",500,유상증자(제3자배정)
크리스탈지노믹스,083790,2020-10-15,추가상장,"98,149",500,국내사모 전환사채 전환
웨이브일렉트로,095270,2020-10-15,추가상장,"3,700,000",500,유상증자(구주주배정)
트루윈,105550,2020-10-15,추가상장,"48,969",500,국내공모 신주인수권부사채 신주인수권 행사
모트렉스,118990,2020-10-15,추가상장,"113,121",100,국내사모 전환사채 전환
파수,150900,2020-10-15,추가상장,"146,326",500,국내사모 전환사채 전환
바디텍메드,206640,2020-10-15,추가상장,"9,009","1,000",주식매수선택권행사
금호에이치티,214330,2020-10-15,추가상장,"757,709",500,국내BW행사
금호에이치티,214330,2020-10-15,추가상장,"1,597,442",500,국내CB전환
아스타,246720,2020-10-15,추가상장,"10,000",500,주식매수선택권행사
브릿지바이오,288330,2020-10-15,추가상장,"12,774,116",500,무상증자
빅히트,352820,2020-10-15,신규상장,"33,846,192",500,유상증자(공모증자)
KINDEX 국고채10년,365780,2020-10-15,신규상장,"102,000",-,신규상장
오스템,031510,2020-10-14,추가상장,"2,000,000",500,유상증자(제3자배정)
파워넷,037030,2020-10-14,추가상장,"211,155","1,000",국내사모 전환사채 전환
기가레인,049080,2020-10-14,추가상장,"2,797,985",500,국내사모 전환사채 전환
비덴트,121800,2020-10-14,추가상장,"687,006",500,국내사모 전환사채 전환
장원테크,174880,2020-10-14,추가상장,"1,476,014",100,국내사모 전환사채 전환
썸에이지,208640,2020-10-14,추가상장,"1,277,372",100,국내사모 전환사채 전환
신테카바이오,226330,2020-10-14,추가상장,"120,000",500,유상증자(제3자배정)
이엑스티,226360,2020-10-14,추가상장,"1,287,001",100,국내사모 전환사채 전환
EDGC,245620,2020-10-14,추가상장,"3,215,898",100,타법인흡수합병
엠플러스,259630,2020-10-14,추가상장,"71,646",500,국내사모 전환사채 전환
에스씨엠생명과학,298060,2020-10-14,추가상장,"8,492",500,주식매수선택권행사
동방,004140,2020-10-13,추가상장,"650,618","1,000",국내CB전환
키위미디어그룹,012170,2020-10-13,변경상장,"-10,175,988",500,감자(주식소각)
두산인프라코어,042670,2020-10-13,추가상장,"1,018,293","5,000",신주인수권행사
대화제약,067080,2020-10-13,추가상장,"47,271",500,국내사모 전환사채 전환
예스티,122640,2020-10-13,추가상장,"116,218",500,국내사모 전환사채 전환
시스웍,269620,2020-10-13,추가상장,"35,050",100,국내사모 전환사채 전환
이오플로우,294090,2020-10-13,추가상장,"91,657",100,주식매수선택권행사
아이비김영,339950,2020-10-13,추가상장,"35,094,755",100,타법인흡수합병
아이비김영,339950,2020-10-13,변경상장,0,100,상호변경
